model,c,n_target,rep,seed,n,m,avg_deg,n_components,N1,N2,giant_frac,giant_n,giant_lambda2,giant_phi_star,giant_ipr2,core_frac,core_n,core_lambda2,core_phi_star,core_ipr2
ER,4,3000,16,7016,3000,6069,4.046,55,184,454,0.9813333333333333,2944,0.12178372510217295,0.2,0.14405812686378386,0.9183333333333333,2755,0.14061857724834237,0.2012931767908797,0.15475465201692226
ER,4,3000,17,7017,3000,6065,4.043333333333333,63,200,448,0.9766666666666667,2930,0.06530239841251229,0.14285714285714285,0.2719289840266831,0.9086666666666666,2726,0.14361881063356474,0.21664668607638293,0.06064908770649269
ER,4,3000,19,7019,3000,5977,3.9846666666666666,53,234,433,0.9823333333333333,2947,0.07011778883449016,0.14285714285714285,0.29943733419730456,0.8986666666666666,2696,0.13689354328598102,0.2082459818308875,0.14977838037290475
ER,4,3000,15,7015,3000,5998,3.998666666666667,62,203,444,0.9796666666666667,2939,0.08760266252862192,0.2,0.2898366933371956,0.9043333333333333,2713,0.1336449188230835,0.21968121968121967,0.05853227269896311
ER,4,3000,18,7018,3000,6107,4.0713333333333335,69,208,406,0.9766666666666667,2930,0.13084779532644197,0.2095769104624467,0.1296678205831961,0.904,2712,0.14841005259987883,0.20822709501954784,0.05305934883865737
ER,4,10000,2,14002,10000,19972,3.9944,187,708,1485,0.9805,9805,0.05517762700172746,0.14285714285714285,0.25890716753759374,0.9048,9048,0.12171294474560268,0.2,0.08689565620184013
ER,4,10000,0,14000,10000,19978,3.9956,200,749,1444,0.9791,9791,0.07012551169950298,0.16666666666666666,0.2235254808879588,0.9011,9011,0.12229598495143845,0.22422156157095915,0.1770219372480435
ER,4,10000,3,14003,10000,20234,4.0468,183,703,1446,0.9813,9813,0.09050109101226145,0.2,0.27164858355700766,0.9053,9053,0.1308703594234253,0.21668978983608242,0.10834130704989386
ER,4,10000,1,14001,10000,19986,3.9972,195,711,1515,0.9801,9801,0.09417593877748742,0.2,0.2505318497188346,0.9042,9042,0.13034171260021465,0.22033192861973883,0.12188989962291989
ER,4,10000,4,14004,10000,20013,4.0026,186,756,1452,0.9808,9808,0.08330769286761841,0.16666666666666666,0.2681162254980421,0.8993,8993,0.12494279697915922,0.22346922795844862,0.17056159489828224
ER,4,10000,5,14005,10000,20064,4.0128,187,730,1446,0.9806,9806,0.09668904075871887,0.2,0.27675401182853415,0.9033,9033,0.11137588243412688,0.22833583985894312,0.1478325838884218
ER,4,10000,6,14006,10000,19839,3.9678,192,753,1473,0.9806,9806,0.07580005454707961,0.14285714285714285,0.3058765690585084,0.9008,9008,0.10759893942588872,0.2319815087203194,0.16160948743102138
ER,4,10000,7,14007,10000,19995,3.999,206,728,1452,0.9787,9787,0.08540568186456365,0.2,0.2814944712474176,0.9018,9018,0.1364465867272806,0.21028256231461726,0.05482555305410464
ER,4,10000,9,14009,10000,20009,4.0018,205,762,1475,0.9784,9784,0.0666066715958109,0.16666666666666666,0.21832076362937772,0.8981,8981,0.1147488801633687,0.22900125365649812,0.15613222211442954
ER,4,10000,8,14008,10000,20003,4.0006,192,740,1501,0.9801,9801,0.07489493718450846,0.2,0.26059377082228036,0.9007,9007,0.11586823296711546,0.22568194857351484,0.09628207102224069
ER,4,10000,10,14010,10000,19887,3.9774,193,779,1413,0.98,9800,0.02196658072791946,0.07692307692307693,0.16433520747088254,0.898,8980,0.12790280795573383,0.2130975494568925,0.05195888940203985
ER,4,10000,11,14011,10000,20120,4.024,217,692,1426,0.9777,9777,0.0895726580234446,0.2,0.25865324548847984,0.9047,9047,0.13613205873097045,0.21352276262573888,0.12228966381403708
ER,3,100000,19,103019,100000,149978,2.99956,5460,14765,22607,0.94045,94045,0.01790205658413746,0.06666666666666667,0.16309383786510362,0.77365,77365,0.06969188985788088,0.16666666666666666,0.14950810685087423
ER,4,10000,13,14013,10000,19883,3.9766,185,716,1541,0.9809,9809,0.09683287110901784,0.2,0.29303549474807444,0.9057,9057,0.1272593528563899,0.21429318823898713,0.035805463905868105
ER,3,100000,18,103018,100000,150601,3.01202,5349,14735,22278,0.94162,94162,0.02693283276846503,0.07692307692307693,0.17591035067262714,0.7751,77510,0.05448968085115169,0.15789473684210525,0.10146825976232565
ER,4,10000,12,14012,10000,20124,4.0248,187,660,1454,0.9804,9804,0.06802075946141328,0.16666666666666666,0.19752143167836098,0.9116,9116,0.12700070750431713,0.22153529108706851,0.11961656856332678
ER,4,10000,14,14014,10000,19935,3.987,195,727,1516,0.98,9800,0.08802033060879344,0.2,0.295452532411235,0.9032,9032,0.12036747938133252,0.2267863667206013,0.16781606329908952
ER,4,10000,15,14015,10000,20126,4.0252,171,701,1464,0.9824,9824,0.05970340814933062,0.14285714285714285,0.26679803580127753,0.9071,9071,0.12113174509868752,0.22701921090683744,0.15647161502054915
ER,4,10000,16,14016,10000,19974,3.9948,201,710,1436,0.9792,9792,0.08005430372096956,0.2,0.2625943840756019,0.9042,9042,0.1363119591560955,0.21384335154826958,0.07843091069877121
ER,4,10000,18,14018,10000,19789,3.9578,210,769,1475,0.978,9780,0.08738493779897771,0.2,0.2632873149504866,0.8973,8973,0.127624678325452,0.2140861405450999,0.1655982377036676
ER,4,10000,17,14017,10000,19868,3.9736,197,704,1533,0.9797,9797,0.04319264173520909,0.1111111111111111,0.2637707568615641,0.904,9040,0.1126757148648152,0.22544502617801046,0.13306392672843537
ER,4,10000,19,14019,10000,20212,4.0424,180,648,1481,0.9813,9813,0.06334707151588548,0.14285714285714285,0.18705763360156685,0.913,9130,0.13022604354135536,0.21817995490879277,0.12750588448173128
ER,4,30000,1,34001,30000,59845,3.9896666666666665,576,2225,4401,0.9798,29394,0.060599882129749094,0.14285714285714285,0.2700811209484058,0.9009,27027,0.11049067898196241,0.2,0.19724567769051238
ER,4,30000,0,34000,30000,60292,4.019466666666666,532,2142,4448,0.9815,29445,0.07989743198864852,0.16666666666666666,0.1821709506631768,0.9059333333333334,27178,0.09844016652506271,0.2,0.1899250705288271
ER,4,30000,2,34002,30000,60483,4.0322,556,2109,4378,0.9804,29412,0.05089972718645641,0.14285714285714285,0.23522179663576345,0.9059333333333334,27178,0.12289682761761656,0.22476331208440006,0.13920929053706443
ER,4,30000,4,34004,30000,60152,4.010133333333333,594,2122,4424,0.9795666666666667,29387,0.07146525300005169,0.14285714285714285,0.29767817574740624,0.9049,27147,0.12519382532430168,0.22273096394077094,0.11839023126397819
ER,4,30000,5,34005,30000,59790,3.986,575,2223,4517,0.9802,29406,0.04369033870755601,0.1111111111111111,0.24266182376477402,0.9013666666666666,27041,0.11390764593995462,0.22636282862070767,0.170079287614583
ER,4,30000,3,34003,30000,59689,3.9792666666666667,601,2270,4438,0.9793333333333333,29380,0.05934156719027195,0.14285714285714285,0.2567314157123293,0.8990333333333334,26971,0.1304188011184133,0.21705263893255092,0.05970606441632457
ER,4,30000,6,34006,30000,59892,3.9928,535,2197,4443,0.9815666666666667,29447,0.06528787660697444,0.14285714285714285,0.27804720057813637,0.9036333333333333,27109,0.09192531939999626,0.2,0.17074298057051868
ER,4,30000,7,34007,30000,60049,4.003266666666667,571,2203,4408,0.9802333333333333,29407,0.04783058612867985,0.125,0.16579296083764408,0.9023333333333333,27070,0.10385177399500534,0.23076923076923078,0.1340988241336597
ER,4,30000,8,34008,30000,60001,4.000066666666667,537,2243,4374,0.981,29430,0.05501307411933709,0.14285714285714285,0.26808379277294664,0.9023,27069,0.11574443947725976,0.22579748901661834,0.10742060941208163
ER,4,30000,9,34009,30000,60308,4.020533333333334,550,2186,4374,0.9810333333333333,29431,0.04595091825135933,0.1111111111111111,0.2702690337317316,0.9036666666666666,27110,0.13539346579774403,0.20977259394734118,0.1535143398955855
ER,4,30000,10,34010,30000,59905,3.9936666666666665,617,2230,4447,0.9786,29358,0.07405879748856292,0.17647058823529413,0.13948252337874478,0.8998,26994,0.13654735821145136,0.21097567337286338,0.11709806877983528
ER,4,30000,11,34011,30000,59992,3.9994666666666667,574,2225,4421,0.9796333333333334,29389,0.06478128006615513,0.16666666666666666,0.2142554847737045,0.9023,27069,0.12242580733843722,0.21962138432440872,0.11360212207978625
ER,4,30000,12,34012,30000,59903,3.993533333333333,568,2216,4323,0.9804333333333334,29413,0.04357550196652782,0.1111111111111111,0.22717079467968904,0.9018,27054,0.11708146870916725,0.22390862149898294,0.15268087637988995
ER,4,30000,13,34013,30000,59737,3.982466666666667,567,2159,4563,0.9805,29415,0.057948971391667214,0.1111111111111111,0.27237644516357107,0.9026666666666666,27080,0.09103668878102367,0.2,0.1768127720253381
ER,4,30000,14,34014,30000,60272,4.018133333333333,536,2190,4360,0.9816,29448,0.06675042968168388,0.14285714285714285,0.2931238779666675,0.9041333333333333,27124,0.12142522974898728,0.22565943930396354,0.1589509727515566
ER,4,30000,15,34015,30000,60049,4.003266666666667,591,2189,4374,0.9798666666666667,29396,0.07904151620230215,0.14285714285714285,0.2166531375815685,0.9018333333333334,27055,0.11519734121293301,0.2302517511616617,0.14483750425342978
ER,4,30000,16,34016,30000,60342,4.0228,553,2188,4364,0.9807,29421,0.05942694086859368,0.14285714285714285,0.26568713979151115,0.9047666666666667,27143,0.12422522560399751,0.22300918506264109,0.16099248828404733
ER,4,30000,17,34017,30000,60047,4.003133333333333,583,2176,4377,0.9797,29391,0.06254652715440523,0.14285714285714285,0.263797486021266,0.9026333333333333,27079,0.11996479665235227,0.2233255350489559,0.1357845048139372
ER,4,30000,18,34018,30000,60154,4.010266666666666,533,2225,4421,0.9815333333333334,29446,0.04294183137705021,0.09090909090909091,0.19928228791578131,0.902,27060,0.11602329921318622,0.2296093452112725,0.13305455438271896
ER,4,30000,19,34019,30000,59776,3.9850666666666665,570,2196,4374,0.9801666666666666,29405,0.058128290464873444,0.14285714285714285,0.228116905673737,0.9029333333333334,27088,0.11821945203956763,0.22240217334517529,0.1358272200664971
ER,4,100000,0,104000,100000,200319,4.00638,1994,7249,14593,0.97917,97917,0.060233839628724084,0.14285714285714285,0.2686698118920459,0.90178,90178,0.10583363167903737,0.23076923076923078,0.15510953033365116
ER,4,100000,2,104002,100000,200086,4.00172,1936,7321,14641,0.97988,97988,0.05480327208009661,0.1111111111111111,0.24357720150111117,0.90247,90247,0.09923630672735984,0.24443450399467376,0.1595396041326393
ER,4,100000,1,104001,100000,200678,4.01356,1883,7327,14688,0.98036,98036,0.05036462547342291,0.14285714285714285,0.2372803755670249,0.9024,90240,0.0943148344007465,0.2,0.16702252036872225
ER,4,100000,3,104003,100000,200405,4.0081,1818,7234,14575,0.981,98100,0.05065279117396693,0.14285714285714285,0.2431225463907509,0.90414,90414,0.11983331152606769,0.22346418021254613,0.08544614091134722
ER,4,100000,5,104005,100000,199451,3.98902,1930,7373,14870,0.97992,97992,0.03176145145236031,0.09090909090909091,0.17757717019487068,0.90168,90168,0.08305119933863203,0.16666666666666666,0.18107267222859746
ER,4,100000,4,104004,100000,199805,3.9961,1898,7408,14676,0.98008,98008,0.030919125852800988,0.07692307692307693,0.17551252877823129,0.90211,90211,0.11249438106315801,0.2222222222222222,0.11985333491347072
ER,4,100000,6,104006,100000,200134,4.00268,1930,7239,14746,0.97992,97992,0.05619545523837455,0.14285714285714285,0.2645491789959967,0.90268,90268,0.0859473377933675,0.2,0.16846659271253914
ER,4,100000,7,104007,100000,199387,3.98774,1991,7411,14613,0.97908,97908,0.044758658253970296,0.1111111111111111,0.2623724220734251,0.90063,90063,0.11891921302653685,0.22423989133841815,0.14588739780839438
ER,4,100000,10,104010,100000,199550,3.991,1935,7423,14630,0.97994,97994,0.05821876928658565,0.14285714285714285,0.2594124525214904,0.90128,90128,0.10811385777854499,0.23344693154359614,0.13401643731484825
ER,4,100000,9,104009,100000,199682,3.99364,1955,7329,14811,0.97961,97961,0.03955650058841109,0.1111111111111111,0.21563355956957567,0.90149,90149,0.12049543876347313,0.22346610492066554,0.13125983817120015
ER,4,100000,8,104008,100000,200622,4.01244,1910,7230,14629,0.98001,98001,0.07759891379078665,0.2,0.23299181009007125,0.90352,90352,0.08844962656484734,0.2,0.16354148840866053
ER,4,100000,11,104011,100000,199939,3.99878,1899,7259,14743,0.98024,98024,0.050025338633459926,0.1111111111111111,0.2078600146821083,0.90337,90337,0.10840489599128045,0.23360263190771666,0.15561079006734488
ER,4,100000,12,104012,100000,200570,4.0114,1853,7332,14598,0.98066,98066,0.049285148563873005,0.125,0.1691565253902335,0.9027,90270,0.10600907178659358,0.23076923076923078,0.15519758108062992
ER,4,100000,13,104013,100000,198760,3.9752,1971,7439,14664,0.97955,97955,0.06265546476302108,0.14285714285714285,0.2663974139492765,0.90003,90003,0.10350558356715456,0.23076923076923078,0.15322872122011894
ER,4,100000,14,104014,100000,200544,4.01088,1941,7330,14473,0.97988,97988,0.047764499168841956,0.1111111111111111,0.27562174724276595,0.902,90200,0.09939242545720117,0.2,0.17774165652296858
ER,4,100000,16,104016,100000,199710,3.9942,1921,7342,14671,0.97992,97992,0.05541382398712047,0.14285714285714285,0.260433816726265,0.90241,90241,0.11291412256746658,0.22953681939239795,0.155220836878249
ER,4,100000,15,104015,100000,199362,3.98724,1944,7312,14976,0.9796,97960,0.059021107146421725,0.14285714285714285,0.19390858162682398,0.90219,90219,0.12057617634369855,0.22206964249351246,0.1518919867537284
ER,4,100000,17,104017,100000,199601,3.99202,1919,7438,14639,0.97982,97982,0.054575412784983346,0.09090909090909091,0.1871547764757973,0.90068,90068,0.11003207430112072,0.2317026053359787,0.1450002193285134
ER,4,100000,18,104018,100000,199802,3.99604,1892,7319,14715,0.98044,98044,0.0499796799416754,0.14285714285714285,0.24124678096149968,0.90298,90298,0.10835354505708694,0.23605185983883653,0.14337497321350295
ER,4,100000,19,104019,100000,200175,4.0035,1856,7209,14714,0.98073,98073,0.07169834752247617,0.14285714285714285,0.21476334461532737,0.90446,90446,0.10272784228876386,0.23076923076923078,0.1463741401850744
